account_id,signup_ts_utc,signup_month,initial_plan_tier,region,acquisition_channel
acct_000355,2024-03-16T16:29:00+00:00,2024-03-01,free,LATAM,partner
acct_000356,2024-08-01T09:25:00+00:00,2024-08-01,free,LATAM,paid_search
acct_000357,2024-04-19T13:03:00+00:00,2024-04-01,free,NA,partner
acct_000358,2024-08-20T18:43:00+00:00,2024-08-01,free,LATAM,partner
acct_000359,2024-09-01T09:27:00+00:00,2024-09-01,free,EU,partner
acct_000360,2024-06-25T14:23:00+00:00,2024-06-01,free,NA,direct
acct_000361,2024-01-19T16:12:00+00:00,2024-01-01,free,APAC,partner
acct_000362,2024-02-13T16:28:00+00:00,2024-02-01,free,APAC,organic
acct_000363,2024-03-04T14:23:00+00:00,2024-03-01,free,APAC,partner
acct_000364,2024-03-07T17:32:00+00:00,2024-03-01,free,LATAM,organic
acct_000365,2024-01-02T10:45:00+00:00,2024-01-01,free,APAC,direct
acct_000366,2024-09-15T10:38:00+00:00,2024-09-01,free,EU,partner
acct_000367,2024-06-06T14:39:00+00:00,2024-06-01,free,APAC,partner
acct_000368,2024-09-17T16:31:00+00:00,2024-09-01,free,APAC,direct
acct_000369,2024-01-12T13:43:00+00:00,2024-01-01,free,NA,direct
acct_000370,2024-05-24T19:40:00+00:00,2024-05-01,free,NA,direct
acct_000371,2024-05-21T20:49:00+00:00,2024-05-01,free,EU,organic
acct_000372,2024-08-06T16:40:00+00:00,2024-08-01,free,LATAM,paid_search
acct_000373,2024-04-02T17:44:00+00:00,2024-04-01,free,NA,paid_search
acct_000374,2024-01-15T13:26:00+00:00,2024-01-01,free,EU,direct
acct_000375,2024-04-14T16:49:00+00:00,2024-04-01,free,LATAM,organic
acct_000376,2024-03-17T11:35:00+00:00,2024-03-01,free,APAC,direct
acct_000377,2024-09-13T13:11:00+00:00,2024-09-01,free,LATAM,partner
acct_000378,2024-09-12T18:49:00+00:00,2024-09-01,free,APAC,direct
acct_000379,2024-04-08T12:35:00+00:00,2024-04-01,free,APAC,paid_search
acct_000380,2024-05-25T12:45:00+00:00,2024-05-01,free,EU,direct
acct_000381,2024-06-16T13:35:00+00:00,2024-06-01,free,APAC,partner
acct_000382,2024-02-19T18:34:00+00:00,2024-02-01,free,LATAM,direct
acct_000383,2024-06-25T20:09:00+00:00,2024-06-01,free,APAC,organic
acct_000384,2024-05-23T09:22:00+00:00,2024-05-01,free,LATAM,partner
acct_000385,2024-08-07T11:52:00+00:00,2024-08-01,free,APAC,partner
acct_000386,2024-03-04T17:47:00+00:00,2024-03-01,free,EU,paid_search
acct_000387,2024-01-22T16:14:00+00:00,2024-01-01,free,EU,organic
acct_000388,2024-02-14T13:45:00+00:00,2024-02-01,free,LATAM,organic
acct_000389,2024-03-01T16:59:00+00:00,2024-03-01,free,EU,direct
acct_000390,2024-08-16T18:12:00+00:00,2024-08-01,free,APAC,partner
acct_000391,2024-05-21T08:58:00+00:00,2024-05-01,free,NA,paid_search
acct_000392,2024-09-24T19:54:00+00:00,2024-09-01,free,NA,paid_search
acct_000393,2024-07-06T08:53:00+00:00,2024-07-01,free,LATAM,direct
acct_000394,2024-03-24T12:56:00+00:00,2024-03-01,free,NA,organic
acct_000395,2024-05-19T17:06:00+00:00,2024-05-01,free,APAC,partner
acct_000396,2024-08-21T16:33:00+00:00,2024-08-01,free,LATAM,paid_search
acct_000397,2024-09-15T12:12:00+00:00,2024-09-01,free,NA,partner
acct_000398,2024-03-24T15:41:00+00:00,2024-03-01,free,APAC,paid_search
acct_000399,2024-01-24T13:50:00+00:00,2024-01-01,free,APAC,paid_search
acct_000400,2024-03-20T18:57:00+00:00,2024-03-01,free,LATAM,direct
acct_000401,2024-09-11T09:25:00+00:00,2024-09-01,free,NA,paid_search
acct_000402,2024-03-16T13:59:00+00:00,2024-03-01,free,EU,organic
acct_000403,2024-05-13T11:28:00+00:00,2024-05-01,free,APAC,partner
acct_000404,2024-05-19T19:36:00+00:00,2024-05-01,free,NA,partner
acct_000405,2024-06-23T11:03:00+00:00,2024-06-01,free,NA,direct
acct_000406,2024-05-06T14:43:00+00:00,2024-05-01,free,APAC,organic
acct_000407,2024-05-12T17:14:00+00:00,2024-05-01,free,EU,paid_search
acct_000408,2024-08-05T15:47:00+00:00,2024-08-01,free,APAC,direct
acct_000409,2024-09-16T20:34:00+00:00,2024-09-01,free,EU,paid_search
acct_000410,2024-02-17T15:33:00+00:00,2024-02-01,free,APAC,organic
acct_000411,2024-02-02T16:57:00+00:00,2024-02-01,free,EU,paid_search
acct_000412,2024-03-11T16:28:00+00:00,2024-03-01,free,NA,paid_search
acct_000413,2024-08-03T16:28:00+00:00,2024-08-01,free,NA,direct
acct_000414,2024-03-17T14:29:00+00:00,2024-03-01,free,NA,direct
acct_000415,2024-05-24T08:25:00+00:00,2024-05-01,free,APAC,organic
acct_000416,2024-04-19T09:02:00+00:00,2024-04-01,free,LATAM,partner
acct_000417,2024-02-18T08:59:00+00:00,2024-02-01,free,NA,direct
acct_000418,2024-01-10T14:11:00+00:00,2024-01-01,free,EU,direct
acct_000419,2024-06-13T15:55:00+00:00,2024-06-01,free,LATAM,direct
acct_000420,2024-02-22T18:55:00+00:00,2024-02-01,free,EU,partner
acct_000421,2024-02-06T16:25:00+00:00,2024-02-01,free,EU,paid_search
acct_000422,2024-01-25T08:19:00+00:00,2024-01-01,free,LATAM,direct
acct_000423,2024-09-13T11:15:00+00:00,2024-09-01,free,LATAM,partner
acct_000424,2024-03-09T11:59:00+00:00,2024-03-01,free,NA,organic
acct_000425,2024-07-20T20:59:00+00:00,2024-07-01,free,NA,paid_search
acct_000426,2024-04-03T09:38:00+00:00,2024-04-01,free,NA,direct
acct_000427,2024-01-08T19:02:00+00:00,2024-01-01,free,LATAM,direct
acct_000428,2024-04-18T11:48:00+00:00,2024-04-01,free,NA,paid_search
acct_000429,2024-09-10T11:52:00+00:00,2024-09-01,free,APAC,partner
acct_000430,2024-04-10T10:42:00+00:00,2024-04-01,free,EU,direct
acct_000431,2024-05-09T08:35:00+00:00,2024-05-01,free,EU,direct
acct_000432,2024-09-16T08:22:00+00:00,2024-09-01,free,LATAM,partner
acct_000433,2024-07-14T10:19:00+00:00,2024-07-01,free,LATAM,paid_search
acct_000434,2024-09-16T11:54:00+00:00,2024-09-01,free,EU,partner
acct_000435,2024-03-15T08:35:00+00:00,2024-03-01,free,LATAM,direct
acct_000436,2024-09-17T10:24:00+00:00,2024-09-01,free,EU,partner
acct_000437,2024-04-11T18:05:00+00:00,2024-04-01,free,LATAM,partner
acct_000438,2024-02-18T19:53:00+00:00,2024-02-01,free,EU,organic
acct_000439,2024-05-13T18:38:00+00:00,2024-05-01,free,NA,organic
acct_000440,2024-04-25T17:46:00+00:00,2024-04-01,free,EU,direct
acct_000441,2024-04-11T12:58:00+00:00,2024-04-01,free,NA,paid_search
acct_000442,2024-04-24T09:47:00+00:00,2024-04-01,free,LATAM,paid_search
acct_000443,2024-04-13T11:35:00+00:00,2024-04-01,free,APAC,partner
acct_000444,2024-07-15T16:41:00+00:00,2024-07-01,free,APAC,partner
acct_000445,2024-05-12T16:56:00+00:00,2024-05-01,free,LATAM,direct
acct_000446,2024-02-24T15:48:00+00:00,2024-02-01,free,APAC,paid_search
acct_000447,2024-06-11T14:02:00+00:00,2024-06-01,free,EU,paid_search
acct_000448,2024-01-09T16:59:00+00:00,2024-01-01,free,LATAM,partner
acct_000449,2024-03-07T13:14:00+00:00,2024-03-01,free,LATAM,paid_search
acct_000450,2024-08-18T18:43:00+00:00,2024-08-01,free,APAC,partner
acct_000451,2024-08-24T18:47:00+00:00,2024-08-01,free,LATAM,direct
acct_000452,2024-03-24T20:22:00+00:00,2024-03-01,free,EU,paid_search
acct_000453,2024-09-16T10:58:00+00:00,2024-09-01,free,NA,organic
acct_000454,2024-02-22T08:48:00+00:00,2024-02-01,free,NA,direct
acct_000455,2024-03-21T11:04:00+00:00,2024-03-01,free,EU,organic
acct_000456,2024-04-17T15:23:00+00:00,2024-04-01,free,NA,direct
acct_000457,2024-08-01T08:34:00+00:00,2024-08-01,free,LATAM,organic
acct_000458,2024-01-17T19:17:00+00:00,2024-01-01,free,APAC,organic
acct_000459,2024-09-23T18:27:00+00:00,2024-09-01,free,EU,organic
acct_000460,2024-02-17T10:15:00+00:00,2024-02-01,free,EU,partner
acct_000461,2024-06-09T20:25:00+00:00,2024-06-01,free,NA,partner
acct_000462,2024-07-15T17:15:00+00:00,2024-07-01,free,EU,partner
acct_000463,2024-02-21T18:48:00+00:00,2024-02-01,free,NA,organic
acct_000464,2024-07-13T14:35:00+00:00,2024-07-01,free,LATAM,organic
acct_000465,2024-01-23T10:05:00+00:00,2024-01-01,free,LATAM,direct
acct_000466,2024-06-19T09:57:00+00:00,2024-06-01,free,NA,paid_search
acct_000467,2024-04-23T17:30:00+00:00,2024-04-01,free,APAC,organic
acct_000468,2024-02-22T12:57:00+00:00,2024-02-01,free,NA,paid_search
acct_000469,2024-06-01T11:37:00+00:00,2024-06-01,free,EU,direct
acct_000470,2024-02-10T10:36:00+00:00,2024-02-01,free,EU,direct
acct_000471,2024-09-11T14:48:00+00:00,2024-09-01,free,EU,organic
acct_000472,2024-09-24T13:03:00+00:00,2024-09-01,free,NA,direct
acct_000473,2024-04-03T13:38:00+00:00,2024-04-01,free,LATAM,partner
acct_000474,2024-01-21T12:50:00+00:00,2024-01-01,free,LATAM,direct
acct_000475,2024-04-12T16:24:00+00:00,2024-04-01,free,LATAM,paid_search
acct_000476,2024-07-03T20:39:00+00:00,2024-07-01,free,APAC,paid_search
acct_000477,2024-02-03T12:09:00+00:00,2024-02-01,free,LATAM,paid_search
acct_000478,2024-07-11T13:06:00+00:00,2024-07-01,free,NA,organic
acct_000479,2024-05-15T13:48:00+00:00,2024-05-01,free,APAC,organic
acct_000480,2024-03-03T10:27:00+00:00,2024-03-01,free,LATAM,direct
acct_000481,2024-02-01T09:22:00+00:00,2024-02-01,free,NA,partner
acct_000482,2024-07-01T12:26:00+00:00,2024-07-01,free,LATAM,organic
acct_000483,2024-09-08T17:33:00+00:00,2024-09-01,free,EU,direct
acct_000484,2024-03-05T12:19:00+00:00,2024-03-01,free,APAC,direct
acct_000485,2024-03-03T10:27:00+00:00,2024-03-01,free,APAC,direct
acct_000486,2024-05-16T20:04:00+00:00,2024-05-01,free,APAC,partner
acct_000487,2024-04-24T18:31:00+00:00,2024-04-01,free,EU,direct
acct_000488,2024-02-05T12:00:00+00:00,2024-02-01,free,LATAM,partner
acct_000489,2024-07-11T15:21:00+00:00,2024-07-01,free,LATAM,paid_search
acct_000490,2024-05-11T17:44:00+00:00,2024-05-01,free,EU,direct
acct_000491,2024-06-06T14:20:00+00:00,2024-06-01,free,APAC,direct
acct_000492,2024-04-11T14:17:00+00:00,2024-04-01,free,LATAM,partner
acct_000493,2024-02-19T11:37:00+00:00,2024-02-01,free,EU,organic
acct_000494,2024-08-23T11:28:00+00:00,2024-08-01,free,APAC,organic
acct_000495,2024-07-22T15:08:00+00:00,2024-07-01,free,APAC,paid_search
acct_000496,2024-05-22T10:45:00+00:00,2024-05-01,free,LATAM,direct
acct_000497,2024-02-15T17:30:00+00:00,2024-02-01,free,LATAM,direct
acct_000498,2024-09-02T20:23:00+00:00,2024-09-01,free,NA,organic
acct_000499,2024-04-22T18:22:00+00:00,2024-04-01,free,EU,organic
acct_000500,2024-07-25T13:50:00+00:00,2024-07-01,free,LATAM,organic
acct_000501,2024-01-04T12:14:00+00:00,2024-01-01,free,EU,direct
acct_000502,2024-06-13T15:49:00+00:00,2024-06-01,free,EU,partner
acct_000503,2024-01-16T09:18:00+00:00,2024-01-01,free,LATAM,organic
acct_000504,2024-02-24T10:22:00+00:00,2024-02-01,free,APAC,partner
acct_000505,2024-08-07T16:30:00+00:00,2024-08-01,free,APAC,direct
acct_000506,2024-02-15T19:44:00+00:00,2024-02-01,free,LATAM,partner
acct_000507,2024-02-10T08:51:00+00:00,2024-02-01,free,NA,organic
acct_000508,2024-06-21T09:43:00+00:00,2024-06-01,free,EU,paid_search
acct_000509,2024-09-06T16:10:00+00:00,2024-09-01,free,APAC,direct
acct_000510,2024-08-08T20:25:00+00:00,2024-08-01,free,EU,paid_search
acct_000511,2024-07-13T08:47:00+00:00,2024-07-01,free,EU,direct
acct_000512,2024-07-13T08:45:00+00:00,2024-07-01,free,EU,paid_search
acct_000513,2024-05-25T19:51:00+00:00,2024-05-01,free,NA,organic
acct_000514,2024-09-06T13:20:00+00:00,2024-09-01,free,EU,direct
acct_000515,2024-02-09T18:55:00+00:00,2024-02-01,free,LATAM,partner
acct_000516,2024-07-20T14:37:00+00:00,2024-07-01,free,NA,partner
acct_000517,2024-06-15T17:11:00+00:00,2024-06-01,free,APAC,organic
acct_000518,2024-03-11T09:15:00+00:00,2024-03-01,free,APAC,organic
acct_000519,2024-03-12T19:09:00+00:00,2024-03-01,free,LATAM,direct
acct_000520,2024-03-19T14:27:00+00:00,2024-03-01,free,EU,direct
acct_000521,2024-09-23T18:59:00+00:00,2024-09-01,free,EU,paid_search
acct_000522,2024-08-10T10:11:00+00:00,2024-08-01,free,APAC,direct
acct_000523,2024-01-12T08:31:00+00:00,2024-01-01,free,EU,paid_search
acct_000524,2024-07-18T16:41:00+00:00,2024-07-01,free,LATAM,direct
acct_000525,2024-08-14T19:53:00+00:00,2024-08-01,free,LATAM,direct
acct_000526,2024-03-03T17:01:00+00:00,2024-03-01,free,EU,partner
acct_000527,2024-01-09T11:34:00+00:00,2024-01-01,free,APAC,paid_search
acct_000528,2024-08-19T19:49:00+00:00,2024-08-01,free,LATAM,organic
acct_000529,2024-02-09T20:34:00+00:00,2024-02-01,free,APAC,organic
acct_000530,2024-08-18T11:27:00+00:00,2024-08-01,free,NA,paid_search
acct_000531,2024-05-02T15:16:00+00:00,2024-05-01,free,APAC,organic
acct_000532,2024-08-04T20:51:00+00:00,2024-08-01,free,EU,paid_search
acct_000533,2024-06-23T17:40:00+00:00,2024-06-01,free,LATAM,paid_search
acct_000534,2024-03-07T11:51:00+00:00,2024-03-01,free,NA,partner
acct_000535,2024-09-09T17:34:00+00:00,2024-09-01,free,EU,partner
acct_000536,2024-05-10T17:17:00+00:00,2024-05-01,free,NA,paid_search
acct_000537,2024-07-02T12:55:00+00:00,2024-07-01,free,EU,paid_search
acct_000538,2024-04-05T19:20:00+00:00,2024-04-01,free,EU,direct
acct_000539,2024-08-05T17:40:00+00:00,2024-08-01,free,APAC,direct
acct_000540,2024-07-15T09:40:00+00:00,2024-07-01,free,NA,direct
acct_000541,2024-09-24T12:44:00+00:00,2024-09-01,free,APAC,direct
acct_000542,2024-08-11T17:00:00+00:00,2024-08-01,free,NA,direct
acct_000543,2024-06-03T20:34:00+00:00,2024-06-01,free,LATAM,paid_search
acct_000544,2024-07-07T15:17:00+00:00,2024-07-01,free,APAC,partner
acct_000545,2024-06-18T17:08:00+00:00,2024-06-01,free,LATAM,partner
acct_000546,2024-01-02T09:40:00+00:00,2024-01-01,free,LATAM,organic
acct_000547,2024-02-06T15:29:00+00:00,2024-02-01,free,NA,direct
acct_000548,2024-04-23T10:56:00+00:00,2024-04-01,free,APAC,paid_search
acct_000549,2024-05-03T18:23:00+00:00,2024-05-01,free,APAC,organic
acct_000550,2024-06-22T18:10:00+00:00,2024-06-01,free,NA,direct
acct_000551,2024-05-24T19:48:00+00:00,2024-05-01,free,EU,direct
acct_000552,2024-02-23T09:00:00+00:00,2024-02-01,free,EU,direct
acct_000553,2024-02-05T17:14:00+00:00,2024-02-01,free,LATAM,organic
acct_000554,2024-01-23T13:52:00+00:00,2024-01-01,free,NA,direct
acct_000555,2024-03-16T09:14:00+00:00,2024-03-01,free,LATAM,organic
acct_000556,2024-02-04T13:23:00+00:00,2024-02-01,free,APAC,paid_search
acct_000557,2024-07-25T20:55:00+00:00,2024-07-01,free,EU,paid_search
acct_000558,2024-02-17T17:00:00+00:00,2024-02-01,free,EU,direct
acct_000559,2024-06-24T11:40:00+00:00,2024-06-01,free,EU,direct
acct_000560,2024-08-07T09:57:00+00:00,2024-08-01,free,NA,paid_search
acct_000561,2024-02-19T19:24:00+00:00,2024-02-01,free,APAC,direct
acct_000562,2024-06-05T11:17:00+00:00,2024-06-01,free,NA,paid_search
acct_000563,2024-09-20T17:46:00+00:00,2024-09-01,free,APAC,organic
acct_000564,2024-05-07T16:38:00+00:00,2024-05-01,free,EU,direct
acct_000565,2024-05-21T08:50:00+00:00,2024-05-01,free,EU,direct
acct_000566,2024-07-04T11:31:00+00:00,2024-07-01,free,NA,organic
acct_000567,2024-06-11T10:24:00+00:00,2024-06-01,free,LATAM,partner
acct_000568,2024-09-22T10:48:00+00:00,2024-09-01,free,LATAM,organic
acct_000569,2024-01-19T09:00:00+00:00,2024-01-01,free,APAC,paid_search
acct_000570,2024-01-02T20:25:00+00:00,2024-01-01,free,APAC,direct
acct_000571,2024-07-23T14:05:00+00:00,2024-07-01,free,EU,partner
acct_000572,2024-02-10T09:32:00+00:00,2024-02-01,free,EU,paid_search
acct_000573,2024-09-11T14:37:00+00:00,2024-09-01,free,NA,partner
acct_000574,2024-07-24T11:03:00+00:00,2024-07-01,free,EU,organic
acct_000575,2024-07-04T15:39:00+00:00,2024-07-01,free,NA,partner
acct_000576,2024-03-04T08:45:00+00:00,2024-03-01,free,EU,organic
acct_000577,2024-03-16T13:33:00+00:00,2024-03-01,free,APAC,paid_search
acct_000578,2024-06-05T19:49:00+00:00,2024-06-01,free,APAC,organic
acct_000579,2024-01-11T20:27:00+00:00,2024-01-01,free,APAC,organic
acct_000580,2024-05-23T17:40:00+00:00,2024-05-01,free,NA,direct
acct_000581,2024-08-17T13:03:00+00:00,2024-08-01,free,LATAM,paid_search
acct_000582,2024-06-06T12:49:00+00:00,2024-06-01,free,NA,organic
acct_000583,2024-04-24T16:00:00+00:00,2024-04-01,free,NA,organic
acct_000584,2024-04-02T15:23:00+00:00,2024-04-01,free,LATAM,paid_search
acct_000585,2024-03-02T16:51:00+00:00,2024-03-01,free,LATAM,paid_search
acct_000586,2024-06-08T14:58:00+00:00,2024-06-01,free,APAC,partner
acct_000587,2024-02-19T13:07:00+00:00,2024-02-01,free,NA,paid_search
acct_000588,2024-04-17T08:25:00+00:00,2024-04-01,free,NA,direct
acct_000589,2024-05-25T12:20:00+00:00,2024-05-01,free,NA,direct
acct_000590,2024-01-12T11:18:00+00:00,2024-01-01,free,APAC,paid_search
acct_000591,2024-08-12T17:31:00+00:00,2024-08-01,free,EU,paid_search
acct_000592,2024-03-01T14:01:00+00:00,2024-03-01,free,EU,partner
acct_000593,2024-01-11T08:48:00+00:00,2024-01-01,free,LATAM,partner
acct_000594,2024-02-07T16:15:00+00:00,2024-02-01,free,LATAM,direct
acct_000595,2024-01-05T19:17:00+00:00,2024-01-01,free,NA,organic
acct_000596,2024-04-17T14:44:00+00:00,2024-04-01,free,APAC,direct
acct_000597,2024-02-19T09:32:00+00:00,2024-02-01,free,EU,direct
acct_000598,2024-02-19T17:03:00+00:00,2024-02-01,free,LATAM,paid_search
acct_000599,2024-04-10T12:54:00+00:00,2024-04-01,free,APAC,direct
acct_000600,2024-06-11T15:17:00+00:00,2024-06-01,free,EU,organic
acct_000601,2024-04-05T20:49:00+00:00,2024-04-01,free,NA,paid_search
acct_000602,2024-02-06T15:29:00+00:00,2024-02-01,free,APAC,direct
acct_000603,2024-02-18T13:49:00+00:00,2024-02-01,free,EU,direct
acct_000604,2024-05-15T12:54:00+00:00,2024-05-01,free,NA,organic
acct_000605,2024-03-22T12:52:00+00:00,2024-03-01,free,NA,paid_search
acct_000606,2024-06-05T09:45:00+00:00,2024-06-01,free,EU,partner
acct_000607,2024-07-17T08:43:00+00:00,2024-07-01,free,APAC,partner
acct_000608,2024-03-01T14:54:00+00:00,2024-03-01,free,LATAM,paid_search
acct_000609,2024-02-15T09:51:00+00:00,2024-02-01,free,EU,organic
acct_000610,2024-01-02T20:14:00+00:00,2024-01-01,free,EU,paid_search
acct_000611,2024-07-12T18:40:00+00:00,2024-07-01,free,NA,partner
acct_000612,2024-02-01T09:12:00+00:00,2024-02-01,free,LATAM,paid_search
acct_000613,2024-02-11T09:02:00+00:00,2024-02-01,free,LATAM,organic
acct_000614,2024-03-19T14:52:00+00:00,2024-03-01,free,LATAM,direct
acct_000615,2024-01-13T18:27:00+00:00,2024-01-01,free,EU,partner
acct_000616,2024-04-06T12:17:00+00:00,2024-04-01,free,LATAM,paid_search
acct_000617,2024-01-20T17:39:00+00:00,2024-01-01,free,EU,partner
acct_000618,2024-08-14T16:30:00+00:00,2024-08-01,free,NA,organic
acct_000619,2024-05-13T10:26:00+00:00,2024-05-01,free,EU,paid_search
acct_000620,2024-09-01T14:50:00+00:00,2024-09-01,free,APAC,direct
acct_000621,2024-09-16T13:58:00+00:00,2024-09-01,free,APAC,direct
acct_000622,2024-05-06T08:20:00+00:00,2024-05-01,free,EU,organic
acct_000623,2024-05-02T20:30:00+00:00,2024-05-01,free,APAC,paid_search
acct_000624,2024-03-04T11:42:00+00:00,2024-03-01,free,EU,partner
acct_000625,2024-09-24T08:48:00+00:00,2024-09-01,free,EU,direct
acct_000626,2024-06-06T10:15:00+00:00,2024-06-01,free,APAC,partner
acct_000627,2024-01-23T19:22:00+00:00,2024-01-01,free,EU,paid_search
acct_000628,2024-08-18T12:11:00+00:00,2024-08-01,free,LATAM,organic
acct_000629,2024-02-02T11:38:00+00:00,2024-02-01,free,EU,organic
acct_000630,2024-09-16T08:21:00+00:00,2024-09-01,free,EU,paid_search
acct_000631,2024-06-23T10:58:00+00:00,2024-06-01,free,APAC,organic
acct_000632,2024-01-05T17:45:00+00:00,2024-01-01,free,EU,organic
acct_000633,2024-09-12T09:23:00+00:00,2024-09-01,free,LATAM,organic
acct_000634,2024-06-10T13:08:00+00:00,2024-06-01,free,EU,direct
acct_000635,2024-08-21T13:11:00+00:00,2024-08-01,free,APAC,paid_search
acct_000636,2024-03-13T12:46:00+00:00,2024-03-01,free,APAC,paid_search
acct_000637,2024-03-24T08:44:00+00:00,2024-03-01,free,LATAM,organic
acct_000638,2024-03-20T13:58:00+00:00,2024-03-01,free,EU,organic
acct_000639,2024-08-05T13:47:00+00:00,2024-08-01,free,NA,paid_search
acct_000640,2024-06-11T10:40:00+00:00,2024-06-01,free,NA,partner
acct_000641,2024-08-01T12:13:00+00:00,2024-08-01,free,EU,organic
acct_000642,2024-06-09T20:06:00+00:00,2024-06-01,free,NA,organic
acct_000643,2024-07-15T19:26:00+00:00,2024-07-01,free,EU,direct
acct_000644,2024-08-13T13:34:00+00:00,2024-08-01,free,LATAM,organic
acct_000645,2024-08-19T18:48:00+00:00,2024-08-01,free,EU,paid_search
acct_000646,2024-08-03T20:54:00+00:00,2024-08-01,free,NA,partner
acct_000647,2024-01-11T12:06:00+00:00,2024-01-01,free,NA,partner
acct_000648,2024-03-13T10:46:00+00:00,2024-03-01,free,NA,organic
acct_000649,2024-06-20T17:57:00+00:00,2024-06-01,free,LATAM,organic
acct_000650,2024-07-21T10:38:00+00:00,2024-07-01,free,LATAM,paid_search
acct_000651,2024-01-04T13:13:00+00:00,2024-01-01,free,EU,direct
acct_000652,2024-09-24T19:34:00+00:00,2024-09-01,free,APAC,partner
acct_000653,2024-05-08T09:03:00+00:00,2024-05-01,free,LATAM,direct
acct_000654,2024-03-02T13:00:00+00:00,2024-03-01,free,LATAM,organic
acct_000655,2024-05-22T18:38:00+00:00,2024-05-01,free,LATAM,paid_search
acct_000656,2024-02-01T11:10:00+00:00,2024-02-01,free,APAC,organic
acct_000657,2024-08-04T12:50:00+00:00,2024-08-01,free,LATAM,direct
acct_000658,2024-08-22T12:05:00+00:00,2024-08-01,free,LATAM,paid_search
acct_000659,2024-06-13T13:11:00+00:00,2024-06-01,free,LATAM,organic
acct_000660,2024-05-15T15:16:00+00:00,2024-05-01,free,EU,partner
acct_000661,2024-01-05T20:44:00+00:00,2024-01-01,free,NA,organic
acct_000662,2024-06-18T14:48:00+00:00,2024-06-01,free,EU,organic
acct_000663,2024-07-17T14:34:00+00:00,2024-07-01,free,LATAM,paid_search
acct_000664,2024-08-10T09:25:00+00:00,2024-08-01,free,NA,paid_search
acct_000665,2024-02-25T15:11:00+00:00,2024-02-01,free,EU,paid_search
acct_000666,2024-04-05T08:27:00+00:00,2024-04-01,free,NA,direct
acct_000667,2024-04-21T10:53:00+00:00,2024-04-01,free,APAC,partner
acct_000668,2024-02-03T14:35:00+00:00,2024-02-01,free,LATAM,partner
acct_000669,2024-05-17T15:58:00+00:00,2024-05-01,free,NA,direct
acct_000670,2024-02-14T10:09:00+00:00,2024-02-01,free,NA,organic
acct_000671,2024-02-10T16:56:00+00:00,2024-02-01,free,APAC,direct
acct_000672,2024-05-13T18:31:00+00:00,2024-05-01,free,LATAM,organic
acct_000673,2024-03-09T14:09:00+00:00,2024-03-01,free,LATAM,organic
acct_000674,2024-07-11T19:15:00+00:00,2024-07-01,free,NA,direct
acct_000675,2024-05-12T08:21:00+00:00,2024-05-01,free,APAC,partner
acct_000676,2024-05-16T19:43:00+00:00,2024-05-01,free,NA,paid_search
acct_000677,2024-03-10T19:28:00+00:00,2024-03-01,free,APAC,partner
acct_000678,2024-07-20T18:05:00+00:00,2024-07-01,free,EU,direct
acct_000679,2024-04-14T19:31:00+00:00,2024-04-01,free,APAC,organic
acct_000680,2024-09-06T09:19:00+00:00,2024-09-01,free,LATAM,paid_search
acct_000681,2024-09-19T08:11:00+00:00,2024-09-01,free,EU,paid_search
acct_000682,2024-01-08T08:29:00+00:00,2024-01-01,free,NA,partner
acct_000683,2024-04-09T13:52:00+00:00,2024-04-01,free,LATAM,direct
acct_000684,2024-02-22T08:15:00+00:00,2024-02-01,free,APAC,direct
acct_000685,2024-08-06T15:37:00+00:00,2024-08-01,free,APAC,partner
acct_000686,2024-03-09T19:53:00+00:00,2024-03-01,free,NA,partner
acct_000687,2024-01-13T08:10:00+00:00,2024-01-01,free,EU,paid_search
acct_000688,2024-04-22T11:17:00+00:00,2024-04-01,free,LATAM,organic
acct_000689,2024-01-16T10:41:00+00:00,2024-01-01,free,EU,organic
acct_000690,2024-04-09T17:51:00+00:00,2024-04-01,free,APAC,partner
acct_000691,2024-07-13T13:29:00+00:00,2024-07-01,free,APAC,paid_search
acct_000692,2024-08-10T18:33:00+00:00,2024-08-01,free,LATAM,organic
acct_000693,2024-01-17T18:53:00+00:00,2024-01-01,free,APAC,partner
acct_000694,2024-05-22T09:30:00+00:00,2024-05-01,free,NA,partner
acct_000695,2024-05-21T13:55:00+00:00,2024-05-01,free,APAC,partner
acct_000696,2024-05-07T10:33:00+00:00,2024-05-01,free,EU,organic
acct_000697,2024-07-22T13:43:00+00:00,2024-07-01,free,EU,organic
acct_000698,2024-08-10T12:58:00+00:00,2024-08-01,free,LATAM,direct
acct_000699,2024-07-24T08:37:00+00:00,2024-07-01,free,EU,partner
acct_000700,2024-04-22T16:40:00+00:00,2024-04-01,free,LATAM,partner
acct_000701,2024-09-10T10:53:00+00:00,2024-09-01,free,EU,partner
acct_000702,2024-02-16T10:47:00+00:00,2024-02-01,free,APAC,paid_search
acct_000703,2024-06-21T09:14:00+00:00,2024-06-01,free,APAC,paid_search
acct_000704,2024-05-14T20:56:00+00:00,2024-05-01,free,APAC,partner
acct_000705,2024-05-19T12:29:00+00:00,2024-05-01,free,NA,direct
acct_000706,2024-01-21T17:37:00+00:00,2024-01-01,free,NA,direct
acct_000707,2024-04-17T09:55:00+00:00,2024-04-01,free,LATAM,partner
acct_000708,2024-07-02T10:08:00+00:00,2024-07-01,free,EU,partner
acct_000709,2024-07-19T15:09:00+00:00,2024-07-01,free,APAC,paid_search
